geo_level,province,district,sex,age_group,population,attending,ever_attended_stopped,never_attended,not_stated,attendance_rate,never_attended_rate,attendance_rate_male,never_attended_rate_male,attendance_rate_female,never_attended_rate_female,attendance_rate_gap_pts,never_attended_rate_gap_pts
district,Bagmati,Makwanpur,Female,21 Year,2165,52,1878,235,0,2.4,10.85,2.96,6.2,2.4,10.85,0.56,-4.65
district,Bagmati,Makwanpur,Male,21 Year,2469,73,2243,153,0,2.96,6.2,2.96,6.2,2.4,10.85,0.56,-4.65
district,Bagmati,Makwanpur,Female,22 Year,2588,40,2269,279,0,1.55,10.78,1.81,8.41,1.55,10.78,0.26,-2.37
district,Bagmati,Makwanpur,Male,22 Year,2879,52,2585,242,0,1.81,8.41,1.81,8.41,1.55,10.78,0.26,-2.37
district,Bagmati,Makwanpur,Female,23 Year,2422,34,2130,257,1,1.4,10.61,1.24,6.57,1.4,10.61,-0.16,-4.04
district,Bagmati,Makwanpur,Male,23 Year,2421,30,2232,159,0,1.24,6.57,1.24,6.57,1.4,10.61,-0.16,-4.04
district,Bagmati,Makwanpur,Female,24 Year,2553,31,2256,265,1,1.21,10.38,0.81,8.32,1.21,10.38,-0.4,-2.06
district,Bagmati,Makwanpur,Male,24 Year,2597,21,2360,216,0,0.81,8.32,0.81,8.32,1.21,10.38,-0.4,-2.06
district,Bagmati,Makwanpur,Female,25 Year,2869,4,2501,364,0,0.14,12.69,0.2,8.25,0.14,12.69,0.06,-4.44
district,Bagmati,Makwanpur,Male,25 Year,2932,6,2684,242,0,0.2,8.25,0.2,8.25,0.14,12.69,0.06,-4.44
district,Bagmati,Makwanpur,Female,5 Year,3852,3491,13,347,1,90.63,9.01,91.22,8.34,90.63,9.01,0.59,-0.67
district,Bagmati,Makwanpur,Male,5 Year,4111,3750,17,343,1,91.22,8.34,91.22,8.34,90.63,9.01,0.59,-0.67
district,Bagmati,Makwanpur,Female,6 Year,3935,3720,18,197,0,94.54,5.01,93.85,5.74,94.54,5.01,-0.69,0.73
district,Bagmati,Makwanpur,Male,6 Year,4306,4041,18,247,0,93.85,5.74,93.85,5.74,94.54,5.01,-0.69,0.73
district,Bagmati,Makwanpur,Female,7 Year,3723,3568,20,135,0,95.84,3.63,96.1,3.42,95.84,3.63,0.26,-0.21
district,Bagmati,Makwanpur,Male,7 Year,3923,3770,19,134,0,96.1,3.42,96.1,3.42,95.84,3.63,0.26,-0.21
district,Bagmati,Makwanpur,Female,8 Year,3864,3717,30,117,0,96.2,3.03,96.7,2.85,96.2,3.03,0.5,-0.18
district,Bagmati,Makwanpur,Male,8 Year,4242,4102,19,121,0,96.7,2.85,96.7,2.85,96.2,3.03,0.5,-0.18
district,Bagmati,Makwanpur,Female,9 Year,4017,3888,40,89,0,96.79,2.22,96.66,2.45,96.79,2.22,-0.13,0.23
district,Bagmati,Makwanpur,Male,9 Year,4165,4026,37,102,0,96.66,2.45,96.66,2.45,96.79,2.22,-0.13,0.23
district,Bagmati,Makwanpur,Female,All Ages,70573,47069,19898,3602,4,66.7,5.1,64.14,4.39,66.7,5.1,-2.56,-0.71
district,Bagmati,Makwanpur,Male,All Ages,75499,48424,23755,3318,2,64.14,4.39,64.14,4.39,66.7,5.1,-2.56,-0.71
district,Bagmati,Nuwakot,Female,10 Year,2407,2202,177,28,0,91.48,1.16,89.83,0.92,91.48,1.16,-1.65,-0.24
district,Bagmati,Nuwakot,Male,10 Year,2507,2252,231,23,1,89.83,0.92,89.83,0.92,91.48,1.16,-1.65,-0.24
district,Bagmati,Nuwakot,Female,11 Year,2116,1998,100,18,0,94.42,0.85,93.44,1.44,94.42,0.85,-0.98,0.59
district,Bagmati,Nuwakot,Male,11 Year,2148,2007,110,31,0,93.44,1.44,93.44,1.44,94.42,0.85,-0.98,0.59
district,Bagmati,Nuwakot,Female,12 Year,2505,2411,73,21,0,96.25,0.84,96.0,1.15,96.25,0.84,-0.25,0.31
district,Bagmati,Nuwakot,Male,12 Year,2427,2330,69,28,0,96.0,1.15,96.0,1.15,96.25,0.84,-0.25,0.31
district,Bagmati,Nuwakot,Female,13 Year,2392,2291,81,20,0,95.78,0.84,95.46,0.64,95.78,0.84,-0.32,-0.2
district,Bagmati,Nuwakot,Male,13 Year,2356,2249,92,15,0,95.46,0.64,95.46,0.64,95.78,0.84,-0.32,-0.2
district,Bagmati,Nuwakot,Female,14 Year,2417,2315,86,16,0,95.78,0.66,93.67,0.96,95.78,0.66,-2.11,0.3
district,Bagmati,Nuwakot,Male,14 Year,2402,2250,129,23,0,93.67,0.96,93.67,0.96,95.78,0.66,-2.11,0.3
district,Bagmati,Nuwakot,Female,15 Year,2308,2115,167,26,0,91.64,1.13,87.56,0.95,91.64,1.13,-4.08,-0.18
district,Bagmati,Nuwakot,Male,15 Year,2308,2021,265,22,0,87.56,0.95,87.56,0.95,91.64,1.13,-4.08,-0.18
district,Bagmati,Nuwakot,Female,16 Year,1840,1581,226,33,0,85.92,1.79,79.72,2.43,85.92,1.79,-6.2,0.64
district,Bagmati,Nuwakot,Male,16 Year,1977,1576,353,48,0,79.72,2.43,79.72,2.43,85.92,1.79,-6.2,0.64
district,Bagmati,Nuwakot,Female,17 Year,1279,899,343,37,0,70.29,2.89,66.27,2.88,70.29,2.89,-4.02,-0.01
district,Bagmati,Nuwakot,Male,17 Year,1355,898,418,39,0,66.27,2.88,66.27,2.88,70.29,2.89,-4.02,-0.01
district,Bagmati,Nuwakot,Female,18 Year,1200,528,614,58,0,44.0,4.83,45.26,3.97,44.0,4.83,1.26,-0.86
district,Bagmati,Nuwakot,Male,18 Year,1434,649,728,57,0,45.26,3.97,45.26,3.97,44.0,4.83,1.26,-0.86
district,Bagmati,Nuwakot,Female,19 Year,840,190,583,66,1,22.62,7.86,23.46,4.82,22.62,7.86,0.84,-3.04
district,Bagmati,Nuwakot,Male,19 Year,912,214,654,44,0,23.46,4.82,23.46,4.82,22.62,7.86,0.84,-3.04
district,Bagmati,Nuwakot,Female,20 Year,1196,84,985,126,1,7.02,10.54,7.3,7.7,7.02,10.54,0.28,-2.84
district,Bagmati,Nuwakot,Male,20 Year,1247,91,1060,96,0,7.3,7.7,7.3,7.7,7.02,10.54,0.28,-2.84
district,Bagmati,Nuwakot,Female,21 Year,1003,30,881,92,0,2.99,9.17,3.24,6.39,2.99,9.17,0.25,-2.78
district,Bagmati,Nuwakot,Male,21 Year,1080,35,976,69,0,3.24,6.39,3.24,6.39,2.99,9.17,0.25,-2.78
district,Bagmati,Nuwakot,Female,22 Year,1184,25,1030,129,0,2.11,10.9,2.33,8.43,2.11,10.9,0.22,-2.47
district,Bagmati,Nuwakot,Male,22 Year,1245,29,1111,105,0,2.33,8.43,2.33,8.43,2.11,10.9,0.22,-2.47
district,Bagmati,Nuwakot,Female,23 Year,1092,17,951,124,0,1.56,11.36,2.15,8.02,1.56,11.36,0.59,-3.34
district,Bagmati,Nuwakot,Male,23 Year,1023,22,919,82,0,2.15,8.02,2.15,8.02,1.56,11.36,0.59,-3.34
district,Bagmati,Nuwakot,Female,24 Year,1302,22,1090,189,1,1.69,14.52,1.72,10.09,1.69,14.52,0.03,-4.43
district,Bagmati,Nuwakot,Male,24 Year,1160,20,1022,117,1,1.72,10.09,1.72,10.09,1.69,14.52,0.03,-4.43
district,Bagmati,Nuwakot,Female,25 Year,1411,8,1161,242,0,0.57,17.15,0.55,10.28,0.57,17.15,-0.02,-6.87
district,Bagmati,Nuwakot,Male,25 Year,1265,7,1128,130,0,0.55,10.28,0.55,10.28,0.57,17.15,-0.02,-6.87
district,Bagmati,Nuwakot,Female,5 Year,2001,1850,5,145,1,92.45,7.25,91.91,7.64,92.45,7.25,-0.54,0.39
district,Bagmati,Nuwakot,Male,5 Year,2187,2010,5,167,5,91.91,7.64,91.91,7.64,92.45,7.25,-0.54,0.39
district,Bagmati,Nuwakot,Female,6 Year,2222,2153,4,62,3,96.89,2.79,97.65,2.26,96.89,2.79,0.76,-0.53
district,Bagmati,Nuwakot,Male,6 Year,2296,2242,1,52,1,97.65,2.26,97.65,2.26,96.89,2.79,0.76,-0.53
district,Bagmati,Nuwakot,Female,7 Year,2075,2035,3,37,0,98.07,1.78,98.03,1.88,98.07,1.78,-0.04,0.1
district,Bagmati,Nuwakot,Male,7 Year,2076,2035,2,39,0,98.03,1.88,98.03,1.88,98.07,1.78,-0.04,0.1
district,Bagmati,Nuwakot,Female,8 Year,2200,2178,7,15,0,99.0,0.68,98.75,1.21,99.0,0.68,-0.25,0.53
district,Bagmati,Nuwakot,Male,8 Year,2152,2125,1,26,0,98.75,1.21,98.75,1.21,99.0,0.68,-0.25,0.53
district,Bagmati,Nuwakot,Female,9 Year,2208,2181,3,24,0,98.78,1.09,98.27,1.28,98.78,1.09,-0.51,0.19
district,Bagmati,Nuwakot,Male,9 Year,2258,2219,10,29,0,98.27,1.28,98.27,1.28,98.78,1.09,-0.51,0.19
district,Bagmati,Nuwakot,Female,All Ages,37198,27113,8570,1508,7,72.89,4.05,72.14,3.28,72.89,4.05,-0.75,-0.77
district,Bagmati,Nuwakot,Male,All Ages,37815,27281,9284,1242,8,72.14,3.28,72.14,3.28,72.89,4.05,-0.75,-0.77
district,Bagmati,Ramechhap,Female,10 Year,1549,1405,128,16,0,90.7,1.03,90.58,1.14,90.7,1.03,-0.12,0.11
district,Bagmati,Ramechhap,Male,10 Year,1486,1346,123,17,0,90.58,1.14,90.58,1.14,90.7,1.03,-0.12,0.11
district,Bagmati,Ramechhap,Female,11 Year,1389,1319,58,12,0,94.96,0.86,93.14,1.22,94.96,0.86,-1.82,0.36
district,Bagmati,Ramechhap,Male,11 Year,1311,1221,74,16,0,93.14,1.22,93.14,1.22,94.96,0.86,-1.82,0.36
district,Bagmati,Ramechhap,Female,12 Year,1675,1609,50,16,0,96.06,0.96,95.19,1.14,96.06,0.96,-0.87,0.18
district,Bagmati,Ramechhap,Male,12 Year,1662,1582,61,19,0,95.19,1.14,95.19,1.14,96.06,0.96,-0.87,0.18
district,Bagmati,Ramechhap,Female,13 Year,1768,1690,53,25,0,95.59,1.41,95.88,0.94,95.59,1.41,0.29,-0.47
district,Bagmati,Ramechhap,Male,13 Year,1600,1534,51,15,0,95.88,0.94,95.88,0.94,95.59,1.41,0.29,-0.47
district,Bagmati,Ramechhap,Female,14 Year,1799,1715,65,19,0,95.33,1.06,94.9,1.23,95.33,1.06,-0.43,0.17
district,Bagmati,Ramechhap,Male,14 Year,1783,1692,69,22,0,94.9,1.23,94.9,1.23,95.33,1.06,-0.43,0.17
district,Bagmati,Ramechhap,Female,15 Year,1785,1683,75,26,1,94.29,1.46,90.21,1.36,94.29,1.46,-4.08,-0.1
district,Bagmati,Ramechhap,Male,15 Year,1685,1520,142,23,0,90.21,1.36,90.21,1.36,94.29,1.46,-4.08,-0.1
district,Bagmati,Ramechhap,Female,16 Year,1276,1101,155,20,0,86.29,1.57,86.5,1.51,86.29,1.57,0.21,-0.06
district,Bagmati,Ramechhap,Male,16 Year,1393,1205,167,21,0,86.5,1.51,86.5,1.51,86.29,1.57,0.21,-0.06
district,Bagmati,Ramechhap,Female,17 Year,816,601,195,20,0,73.65,2.45,70.77,3.24,73.65,2.45,-2.88,0.79
district,Bagmati,Ramechhap,Male,17 Year,927,656,241,30,0,70.77,3.24,70.77,3.24,73.65,2.45,-2.88,0.79
district,Bagmati,Ramechhap,Female,18 Year,820,418,366,35,1,50.98,4.27,51.97,4.24,50.98,4.27,0.99,-0.03
district,Bagmati,Ramechhap,Male,18 Year,966,502,423,41,0,51.97,4.24,51.97,4.24,50.98,4.27,0.99,-0.03
district,Bagmati,Ramechhap,Female,19 Year,585,188,367,30,0,32.14,5.13,31.78,4.97,32.14,5.13,-0.36,-0.16
district,Bagmati,Ramechhap,Male,19 Year,664,211,420,33,0,31.78,4.97,31.78,4.97,32.14,5.13,-0.36,-0.16
district,Bagmati,Ramechhap,Female,20 Year,767,66,654,47,0,8.6,6.13,10.52,5.33,8.6,6.13,1.92,-0.8
district,Bagmati,Ramechhap,Male,20 Year,732,77,616,39,0,10.52,5.33,10.52,5.33,8.6,6.13,1.92,-0.8
district,Bagmati,Ramechhap,Female,21 Year,638,34,558,46,0,5.33,7.21,5.74,5.9,5.33,7.21,0.41,-1.31
district,Bagmati,Ramechhap,Male,21 Year,627,36,553,37,1,5.74,5.9,5.74,5.9,5.33,7.21,0.41,-1.31
district,Bagmati,Ramechhap,Female,22 Year,837,22,746,69,0,2.63,8.24,4.69,7.17,2.63,8.24,2.06,-1.07
district,Bagmati,Ramechhap,Male,22 Year,767,36,676,55,0,4.69,7.17,4.69,7.17,2.63,8.24,2.06,-1.07
district,Bagmati,Ramechhap,Female,23 Year,775,15,699,61,0,1.94,7.87,3.24,4.65,1.94,7.87,1.3,-3.22
district,Bagmati,Ramechhap,Male,23 Year,709,23,653,33,0,3.24,4.65,3.24,4.65,1.94,7.87,1.3,-3.22
district,Bagmati,Ramechhap,Female,24 Year,794,14,716,64,0,1.76,8.06,3.25,5.38,1.76,8.06,1.49,-2.68
district,Bagmati,Ramechhap,Male,24 Year,799,26,730,43,0,3.25,5.38,3.25,5.38,1.76,8.06,1.49,-2.68
district,Bagmati,Ramechhap,Female,25 Year,882,5,757,120,0,0.57,13.61,0.0,6.03,0.57,13.61,-0.57,-7.58
district,Bagmati,Ramechhap,Male,25 Year,813,0,764,49,0,0.0,6.03,0.0,6.03,0.57,13.61,-0.57,-7.58
district,Bagmati,Ramechhap,Female,5 Year,1218,1105,6,106,1,90.72,8.7,92.54,7.23,90.72,8.7,1.82,-1.47
district,Bagmati,Ramechhap,Male,5 Year,1300,1203,2,94,1,92.54,7.23,92.54,7.23,90.72,8.7,1.82,-1.47
district,Bagmati,Ramechhap,Female,6 Year,1283,1244,4,35,0,96.96,2.73,95.78,3.85,96.96,2.73,-1.18,1.12
district,Bagmati,Ramechhap,Male,6 Year,1351,1294,5,52,0,95.78,3.85,95.78,3.85,96.96,2.73,-1.18,1.12
district,Bagmati,Ramechhap,Female,7 Year,1206,1174,3,29,0,97.35,2.4,97.76,1.73,97.35,2.4,0.41,-0.67
district,Bagmati,Ramechhap,Male,7 Year,1159,1133,6,20,0,97.76,1.73,97.76,1.73,97.35,2.4,0.41,-0.67
district,Bagmati,Ramechhap,Female,8 Year,1369,1344,8,17,0,98.17,1.24,97.77,1.86,98.17,1.24,-0.4,0.62
district,Bagmati,Ramechhap,Male,8 Year,1346,1316,5,25,0,97.77,1.86,97.77,1.86,98.17,1.24,-0.4,0.62
district,Bagmati,Ramechhap,Female,9 Year,1312,1288,12,12,0,98.17,0.91,98.0,1.15,98.17,0.91,-0.17,0.24
district,Bagmati,Ramechhap,Male,9 Year,1301,1275,10,15,1,98.0,1.15,98.0,1.15,98.17,0.91,-0.17,0.24
